0 2 30 2 8.36083e+12 0 0 0 0 0 0 0 0 3.47888e-13 
0 2 30 2 8.36083e+12 0 0 0 0 0 0 0 0 3.47888e-13 
0 2 30 2 8.36083e+12 0 0 0 0 0 0 0 0 3.47888e-13 
0 2 30 2 8.36083e+12 0 0 0 0 0 0 0 0 3.47888e-13 
0 2 30 2 8.36083e+12 0 0 0 0 0 0 0 0 3.47888e-13 
0 2 30 2 8.36083e+12 0 0 0 0 0 0 0 0 3.47888e-13 
0 2 30 2 8.36083e+12 0 0 0 0 0 0 0 0 3.47888e-13 
0 2 30 2 8.36083e+12 0 0 0 0 0 0 0 0 3.47888e-13 
0 2 30 2 8.36083e+12 0 0 0 0 0 0 0 0 3.47888e-13 
0 2 30 2 8.36083e+12 0 0 0 0 0 0 0 0 3.47888e-13 
0 2 30 2 8.36083e+12 0 0 0 0 0 0 0 0 3.47888e-13 
0 2 30 2 8.36083e+12 0 0 0 0 0 0 0 0 3.47888e-13 
0 2 30 2 8.36083e+12 0 0 0 0 0 0 0 0 3.47888e-13 
0 2 30 2 8.36083e+12 0 0 0 0 0 0 0 0 3.47888e-13 
0 2 30 2 8.36083e+12 0 0 0 0 0 0 0 0 3.47888e-13 
0 2 30 2 8.36083e+12 0 0 0 0 0 0 0 0 3.47888e-13 
0 2 30 2 8.36083e+12 0 0 0 0 0 0 0 0 3.47888e-13 
0 2 30 2 8.36083e+12 0 0 0 0 0 0 0 0 3.47888e-13 
0 2 30 2 8.36083e+12 0 0 0 0 0 0 0 0 3.47888e-13 
0 2 30 2 8.36083e+12 0 0 0 0 0 0 0 0 3.47888e-13 
0 2 30 2 8.36083e+12 0 0 0 0 0 0 0 0 3.47888e-13 
0 2 30 2 8.36083e+12 0 0 0 0 0 0 0 0 3.47888e-13 
0 2 30 2 8.36083e+12 0 0 0 0 0 0 0 0 3.47888e-13 
0 2 30 2 8.36083e+12 -0.0480895 -512.637 -0.0340926 -230.502 -1.21819 197.17 3.59724e-06 0 2.56563e-07 
0 2 30 2 8.36083e+12 -0.0420313 -12706.8 -0.000142184 -270.8 -1.47875 168.52 0.00210403 0 0.000217058 
0 2 30 2 8.36083e+12 -0.00831472 -222916 -0.0014474 -43.172 1.97405 60.6561 0.612059 0 0.0742845 
0 2 30 2 8.36083e+12 -0.00480951 -2.81009e+06 -0.0307303 124.388 1.27748 35.7766 90.5697 0 12.9364 
0 2 30 2 8.36083e+12 -0.00727734 -2.54273e+07 -0.0146663 -25.2575 -1.18401 29.4308 6796.85 0 1155.99 
0 2 30 2 8.36082e+12 0.00158198 -1.64638e+08 0.025856 -141.003 -0.638482 -1.29428 255010 0 52560.2 
0 2 29.9999 2 8.36082e+12 0.000316631 -7.56694e+08 0.0012926 -6.52147 0.837238 -4.2665 4.64503e+06 0 1.19121e+06 
0 2 29.9997 2 8.36081e+12 -0.000869204 -2.44002e+09 -0.0241775 109.937 -0.630989 2.43333 3.92132e+07 0 1.30465e+07 
0 2 29.9994 2 8.36079e+12 0.00139914 -5.47551e+09 -0.0099409 41.7787 -2.31853 -4.87622 1.45582e+08 0 6.72428e+07 
0 2 29.999 2 8.36076e+12 0.000569727 -8.76462e+09 0.0178999 -84.9663 1.81523 -8.96323 2.46055e+08 0 1.70298e+08 
0 2 29.9988 2 8.36076e+12 0.00172614 -1.13966e+10 0.0161241 -39.0118 1.98073 -8.56511 2.83468e+08 0 2.67359e+08 
0 2 29.9987 2 8.36077e+12 -0.067393 -1.44995e+10 -0.0811638 9116.38 0.980101 -9053.78 3.48336e+08 0 3.52812e+08 
0 2 29.9987 2 8.36078e+12 -0.58826 -1.83342e+10 -0.610084 17915.1 -3.46928 -15042.8 4.31368e+08 0 4.44232e+08 
0 2 29.9987 2 8.3608e+12 0.172787 -2.276e+10 0.205887 11293.4 0.942975 -10580.8 5.27253e+08 0 5.3922e+08 
0 2 29.9987 2 8.36082e+12 0.755751 -2.76544e+10 0.892058 24631.2 -0.161685 -3724 6.30728e+08 0 6.35537e+08 
0 2 29.9987 2 8.36083e+12 -0.43544 -3.28301e+10 -0.35348 -21176.7 -1.01277 -1487.8 7.36263e+08 0 7.31548e+08 
0 2 29.9987 2 8.36085e+12 -0.852677 -3.79489e+10 0.822224 -54415.4 14.0144 5824.06 8.39322e+08 0 8.22428e+08 
0 2 29.9987 2 8.36087e+12 1.39203 -4.28364e+10 0.978403 -57982.6 -6.77253 5377.15 9.33055e+08 0 9.04975e+08 
0 2 29.9987 2 8.36088e+12 2.28864 -4.72777e+10 -1.87899 -34553.7 -9.04461 33043.9 1.01122e+09 0 9.75565e+08 
0 2 29.9987 2 8.36089e+12 -2.03428 -5.11801e+10 -1.78769 33241 -6.34864 -9816.85 1.0765e+09 0 1.02722e+09 
0 2 29.9987 2 8.36089e+12 -4.40103 -5.4581e+10 0.45124 82719.6 3.73904 -39789.8 1.14042e+09 0 1.06283e+09 
0 2 29.9987 2 8.36088e+12 0.495061 -5.75326e+10 1.59675 95454.7 43.6891 -65124.7 1.19056e+09 0 1.11471e+09 
0 2 29.9987 2 8.36087e+12 5.72725 -6.00025e+10 -0.0582902 51534.2 -26.7109 39748.5 1.20428e+09 0 1.19188e+09 
0 2 29.9987 2 8.36085e+12 1.41641 -6.18345e+10 -1.20965 -66150.6 32.0809 105334 1.20242e+09 0 1.24681e+09 
0 2 29.9987 2 8.36084e+12 -5.28278 -6.3056e+10 3.33703 -91048.3 -31.8267 130102 1.20876e+09 0 1.26184e+09 
