ZONE I=2, J=2, K=2
-400 -6000 -400 0 0 0 0 
0 -6000 -400 0 0 0 0 
-400 -5600 -400 0 0 0 0 
5.27098e-15 -5600 -400 -4.41338e-15 0 0 0 
-400 -6000 0 0 0 0 0 
0 -6000 0 0 0 0 0 
-400 -5600 -5.11527e-14 0 0 -6.84763e-14 0 
4.87329e-15 -5600 -1.19651e-14 7.34625e-16 0 4.06164e-14 0 

ZONE I=2, J=2, K=2
0 -6000 -400 0 0 0 0 
400 -6000 -400 0 0 0 0 
5.27098e-15 -5600 -400 -4.41338e-15 0 0 0 
400 -5600 -400 0 0 0 0 
0 -6000 0 0 0 0 0 
400 -6000 0 0 0 0 0 
4.87329e-15 -5600 -1.19651e-14 7.34625e-16 0 4.06164e-14 0 
400 -5600 3.25208e-14 0 0 -2.84141e-14 0 

ZONE I=2, J=2, K=2
-400 -5600 -400 0 0 0 0 
5.27098e-15 -5600 -400 -4.41338e-15 0 0 0 
-400 -5200 -400 0 0 0 0 
5.14362e-15 -5200 -400 -3.57238e-15 0 0 0 
-400 -5600 -5.11527e-14 0 0 -6.84763e-14 0 
4.87329e-15 -5600 -1.19651e-14 7.34625e-16 0 4.06164e-14 0 
-400 -5200 9.92296e-14 0 0 -9.46904e-14 0 
-2.17182e-15 -5200 7.2241e-14 4.84522e-15 0 2.74249e-14 0 

ZONE I=2, J=2, K=2
5.27098e-15 -5600 -400 -4.41338e-15 0 0 0 
400 -5600 -400 0 0 0 0 
5.14362e-15 -5200 -400 -3.57238e-15 0 0 0 
400 -5200 -400 0 0 0 0 
4.87329e-15 -5600 -1.19651e-14 7.34625e-16 0 4.06164e-14 0 
400 -5600 3.25208e-14 0 0 -2.84141e-14 0 
-2.17182e-15 -5200 7.2241e-14 4.84522e-15 0 2.74249e-14 0 
400 -5200 7.65497e-14 0 0 -7.91411e-14 0 

ZONE I=2, J=2, K=2
-400 -5200 -400 0 0 0 0 
5.14362e-15 -5200 -400 -3.57238e-15 0 0 0 
-400 -4800 -400 0 0 0 0 
-9.24454e-15 -4800 -400 6.49329e-15 0 0 0 
-400 -5200 9.92296e-14 0 0 -9.46904e-14 0 
-2.17182e-15 -5200 7.2241e-14 4.84522e-15 0 2.74249e-14 0 
-400 -4800 4.23795e-14 0 0 1.54149e-14 0 
2.46561e-15 -4800 8.5339e-15 -1.72066e-15 0 1.28186e-13 0 

ZONE I=2, J=2, K=2
5.14362e-15 -5200 -400 -3.57238e-15 0 0 0 
400 -5200 -400 0 0 0 0 
-9.24454e-15 -4800 -400 6.49329e-15 0 0 0 
400 -4800 -400 0 0 0 0 
-2.17182e-15 -5200 7.2241e-14 4.84522e-15 0 2.74249e-14 0 
400 -5200 7.65497e-14 0 0 -7.91411e-14 0 
2.46561e-15 -4800 8.5339e-15 -1.72066e-15 0 1.28186e-13 0 
400 -4800 -4.78357e-15 0 0 -6.60175e-14 0 

ZONE I=2, J=2, K=2
-400 -4800 -400 0 0 0 0 
-9.24454e-15 -4800 -400 6.49329e-15 0 0 0 
-400 -4400 -400 0 0 0 0 
-3.81421e-15 -4400 -400 -5.91345e-15 0 0 0 
-400 -4800 4.23795e-14 0 0 1.54149e-14 0 
2.46561e-15 -4800 8.5339e-15 -1.72066e-15 0 1.28186e-13 0 
-400 -4400 2.58992e-14 0 0 1.06556e-13 0 
1.6101e-15 -4400 1.6816e-14 1.11508e-14 0 -1.13106e-13 0 

ZONE I=2, J=2, K=2
-9.24454e-15 -4800 -400 6.49329e-15 0 0 0 
400 -4800 -400 0 0 0 0 
-3.81421e-15 -4400 -400 -5.91345e-15 0 0 0 
400 -4400 -400 0 0 0 0 
2.46561e-15 -4800 8.5339e-15 -1.72066e-15 0 1.28186e-13 0 
400 -4800 -4.78357e-15 0 0 -6.60175e-14 0 
1.6101e-15 -4400 1.6816e-14 1.11508e-14 0 -1.13106e-13 0 
400 -4400 6.40732e-15 0 0 4.44703e-14 0 

ZONE I=2, J=2, K=2
-400 -4400 -400 0 0 0 0 
-3.81421e-15 -4400 -400 -5.91345e-15 0 0 0 
-400 -4000 -400 0 0 0 0 
-1.0987e-14 -4000 -400 2.60277e-14 0 0 0 
-400 -4400 2.58992e-14 0 0 1.06556e-13 0 
1.6101e-15 -4400 1.6816e-14 1.11508e-14 0 -1.13106e-13 0 
-400 -4000 -3.98003e-14 0 0 1.79924e-14 0 
1.8591e-15 -4000 2.42613e-14 -9.57951e-15 0 8.07318e-14 0 

ZONE I=2, J=2, K=2
-3.81421e-15 -4400 -400 -5.91345e-15 0 0 0 
400 -4400 -400 0 0 0 0 
-1.0987e-14 -4000 -400 2.60277e-14 0 0 0 
400 -4000 -400 0 0 0 0 
1.6101e-15 -4400 1.6816e-14 1.11508e-14 0 -1.13106e-13 0 
400 -4400 6.40732e-15 0 0 4.44703e-14 0 
1.8591e-15 -4000 2.42613e-14 -9.57951e-15 0 8.07318e-14 0 
400 -4000 9.79524e-14 0 0 -4.57184e-14 0 

ZONE I=2, J=2, K=2
-400 -4000 -400 0 0 0 0 
-1.0987e-14 -4000 -400 2.60277e-14 0 0 0 
-400 -3600 -400 0 0 0 0 
9.47567e-15 -3600 -400 -1.55268e-14 0 0 0 
-400 -4000 -3.98003e-14 0 0 1.79924e-14 0 
1.8591e-15 -4000 2.42613e-14 -9.57951e-15 0 8.07318e-14 0 
-400 -3600 -2.36006e-14 0 0 6.58723e-14 0 
5.2752e-16 -3600 1.04387e-14 5.12672e-16 0 -3.26528e-14 0 

ZONE I=2, J=2, K=2
-1.0987e-14 -4000 -400 2.60277e-14 0 0 0 
400 -4000 -400 0 0 0 0 
9.47567e-15 -3600 -400 -1.55268e-14 0 0 0 
400 -3600 -400 0 0 0 0 
1.8591e-15 -4000 2.42613e-14 -9.57951e-15 0 8.07318e-14 0 
400 -4000 9.79524e-14 0 0 -4.57184e-14 0 
5.2752e-16 -3600 1.04387e-14 5.12672e-16 0 -3.26528e-14 0 
400 -3600 -3.87308e-14 0 0 7.34181e-14 0 

ZONE I=2, J=2, K=2
-400 -3600 -400 0 0 0 0 
9.47567e-15 -3600 -400 -1.55268e-14 0 0 0 
-400 -3200 -400 0 0 0 0 
5.1222e-15 -3200 -400 -1.03793e-14 0 0 0 
-400 -3600 -2.36006e-14 0 0 6.58723e-14 0 
5.2752e-16 -3600 1.04387e-14 5.12672e-16 0 -3.26528e-14 0 
-400 -3200 3.51177e-14 0 0 -1.31113e-13 0 
-6.77778e-16 -3200 3.92669e-14 4.44692e-15 0 2.17455e-15 0 

ZONE I=2, J=2, K=2
9.47567e-15 -3600 -400 -1.55268e-14 0 0 0 
400 -3600 -400 0 0 0 0 
5.1222e-15 -3200 -400 -1.03793e-14 0 0 0 
400 -3200 -400 0 0 0 0 
5.2752e-16 -3600 1.04387e-14 5.12672e-16 0 -3.26528e-14 0 
400 -3600 -3.87308e-14 0 0 7.34181e-14 0 
-6.77778e-16 -3200 3.92669e-14 4.44692e-15 0 2.17455e-15 0 
400 -3200 -1.69591e-15 0 0 -8.53447e-14 0 

ZONE I=2, J=2, K=2
-400 -3200 -400 0 0 0 0 
5.1222e-15 -3200 -400 -1.03793e-14 0 0 0 
-400 -2800 -400 0 0 0 0 
1.21635e-14 -2800 -400 8.84265e-15 0 0 0 
-400 -3200 3.51177e-14 0 0 -1.31113e-13 0 
-6.77778e-16 -3200 3.92669e-14 4.44692e-15 0 2.17455e-15 0 
-400 -2800 1.19332e-14 0 0 1.8178e-13 0 
3.36104e-16 -2800 -1.91237e-14 -2.7396e-15 0 -1.93014e-14 0 

ZONE I=2, J=2, K=2
5.1222e-15 -3200 -400 -1.03793e-14 0 0 0 
400 -3200 -400 0 0 0 0 
1.21635e-14 -2800 -400 8.84265e-15 0 0 0 
400 -2800 -400 0 0 0 0 
-6.77778e-16 -3200 3.92669e-14 4.44692e-15 0 2.17455e-15 0 
400 -3200 -1.69591e-15 0 0 -8.53447e-14 0 
3.36104e-16 -2800 -1.91237e-14 -2.7396e-15 0 -1.93014e-14 0 
400 -2800 -1.40008e-14 0 0 3.74501e-14 0 

ZONE I=2, J=2, K=2
-400 -2800 -400 0 0 0 0 
1.21635e-14 -2800 -400 8.84265e-15 0 0 0 
-400 -2400 -400 0 0 0 0 
2.57539e-15 -2400 -400 4.12164e-15 0 0 0 
-400 -2800 1.19332e-14 0 0 1.8178e-13 0 
3.36104e-16 -2800 -1.91237e-14 -2.7396e-15 0 -1.93014e-14 0 
-400 -2400 -3.16074e-14 0 0 -8.96257e-14 0 
1.14585e-15 -2400 1.09888e-14 -3.5344e-15 0 4.35902e-14 0 

ZONE I=2, J=2, K=2
1.21635e-14 -2800 -400 8.84265e-15 0 0 0 
400 -2800 -400 0 0 0 0 
2.57539e-15 -2400 -400 4.12164e-15 0 0 0 
400 -2400 -400 0 0 0 0 
3.36104e-16 -2800 -1.91237e-14 -2.7396e-15 0 -1.93014e-14 0 
400 -2800 -1.40008e-14 0 0 3.74501e-14 0 
1.14585e-15 -2400 1.09888e-14 -3.5344e-15 0 4.35902e-14 0 
400 -2400 2.82084e-14 0 0 2.19968e-14 0 

ZONE I=2, J=2, K=2
-400 -2400 -400 0 0 0 0 
2.57539e-15 -2400 -400 4.12164e-15 0 0 0 
-400 -2000 -400 0 0 0 0 
2.58191e-15 -2000 -400 5.69128e-15 0 0 0 
