ZONE I=2, J=2, K=2
-400 -6000 -400 0 0 0 0 
0 -6000 -400 0 0 0 0 
-400 -5600 -400 0 0 0 0 
1.3548e-14 -5600 -400 1.13477e-14 0 0 0 
-400 -6000 0 0 0 0 0 
0 -6000 0 0 0 0 0 
-400 -5600 -1.17624e-13 0 0 -1.02134e-14 0 
3.35473e-15 -5600 4.46645e-14 2.08311e-15 0 -2.32707e-15 0 

ZONE I=2, J=2, K=2
0 -6000 -400 0 0 0 0 
400 -6000 -400 0 0 0 0 
1.3548e-14 -5600 -400 1.13477e-14 0 0 0 
400 -5600 -400 0 0 0 0 
0 -6000 0 0 0 0 0 
400 -6000 0 0 0 0 0 
3.35473e-15 -5600 4.46645e-14 2.08311e-15 0 -2.32707e-15 0 
400 -5600 -3.50945e-14 0 0 -4.30065e-14 0 

ZONE I=2, J=2, K=2
-400 -5600 -400 0 0 0 0 
1.3548e-14 -5600 -400 1.13477e-14 0 0 0 
-400 -5200 -400 0 0 0 0 
-1.48025e-15 -5200 -400 -1.59985e-15 0 0 0 
-400 -5600 -1.17624e-13 0 0 -1.02134e-14 0 
3.35473e-15 -5600 4.46645e-14 2.08311e-15 0 -2.32707e-15 0 
-400 -5200 3.40269e-14 0 0 1.8414e-14 0 
-2.68975e-16 -5200 2.39035e-14 -3.83782e-15 0 -4.76976e-14 0 

ZONE I=2, J=2, K=2
1.3548e-14 -5600 -400 1.13477e-14 0 0 0 
400 -5600 -400 0 0 0 0 
-1.48025e-15 -5200 -400 -1.59985e-15 0 0 0 
400 -5200 -400 0 0 0 0 
3.35473e-15 -5600 4.46645e-14 2.08311e-15 0 -2.32707e-15 0 
400 -5600 -3.50945e-14 0 0 -4.30065e-14 0 
-2.68975e-16 -5200 2.39035e-14 -3.83782e-15 0 -4.76976e-14 0 
400 -5200 8.70516e-14 0 0 5.17977e-14 0 

ZONE I=2, J=2, K=2
-400 -5200 -400 0 0 0 0 
-1.48025e-15 -5200 -400 -1.59985e-15 0 0 0 
-400 -4800 -400 0 0 0 0 
-8.00181e-15 -4800 -400 -1.22081e-14 0 0 0 
-400 -5200 3.40269e-14 0 0 1.8414e-14 0 
-2.68975e-16 -5200 2.39035e-14 -3.83782e-15 0 -4.76976e-14 0 
-400 -4800 3.80563e-14 0 0 3.36485e-14 0 
2.99262e-16 -4800 1.31819e-13 -1.30067e-15 0 -4.13168e-14 0 

ZONE I=2, J=2, K=2
-1.48025e-15 -5200 -400 -1.59985e-15 0 0 0 
400 -5200 -400 0 0 0 0 
-8.00181e-15 -4800 -400 -1.22081e-14 0 0 0 
400 -4800 -400 0 0 0 0 
-2.68975e-16 -5200 2.39035e-14 -3.83782e-15 0 -4.76976e-14 0 
400 -5200 8.70516e-14 0 0 5.17977e-14 0 
2.99262e-16 -4800 1.31819e-13 -1.30067e-15 0 -4.13168e-14 0 
400 -4800 -7.45455e-14 0 0 4.01127e-14 0 

ZONE I=2, J=2, K=2
-400 -4800 -400 0 0 0 0 
-8.00181e-15 -4800 -400 -1.22081e-14 0 0 0 
-400 -4400 -400 0 0 0 0 
-9.46366e-15 -4400 -400 7.02323e-15 0 0 0 
-400 -4800 3.80563e-14 0 0 3.36485e-14 0 
2.99262e-16 -4800 1.31819e-13 -1.30067e-15 0 -4.13168e-14 0 
-400 -4400 6.86334e-14 0 0 -9.9511e-14 0 
8.19621e-15 -4400 -5.38279e-14 -3.79232e-15 0 9.24506e-14 0 

ZONE I=2, J=2, K=2
-8.00181e-15 -4800 -400 -1.22081e-14 0 0 0 
400 -4800 -400 0 0 0 0 
-9.46366e-15 -4400 -400 7.02323e-15 0 0 0 
400 -4400 -400 0 0 0 0 
2.99262e-16 -4800 1.31819e-13 -1.30067e-15 0 -4.13168e-14 0 
400 -4800 -7.45455e-14 0 0 4.01127e-14 0 
8.19621e-15 -4400 -5.38279e-14 -3.79232e-15 0 9.24506e-14 0 
400 -4400 1.38414e-14 0 0 -1.03169e-13 0 

ZONE I=2, J=2, K=2
-400 -4400 -400 0 0 0 0 
-9.46366e-15 -4400 -400 7.02323e-15 0 0 0 
-400 -4000 -400 0 0 0 0 
1.94968e-14 -4000 -400 1.37901e-14 0 0 0 
-400 -4400 6.86334e-14 0 0 -9.9511e-14 0 
8.19621e-15 -4400 -5.38279e-14 -3.79232e-15 0 9.24506e-14 0 
-400 -4000 2.72649e-14 0 0 1.17761e-13 0 
-4.90444e-15 -4000 7.68189e-14 1.35966e-15 0 -9.46562e-14 0 

ZONE I=2, J=2, K=2
-9.46366e-15 -4400 -400 7.02323e-15 0 0 0 
400 -4400 -400 0 0 0 0 
1.94968e-14 -4000 -400 1.37901e-14 0 0 0 
400 -4000 -400 0 0 0 0 
8.19621e-15 -4400 -5.38279e-14 -3.79232e-15 0 9.24506e-14 0 
400 -4400 1.38414e-14 0 0 -1.03169e-13 0 
-4.90444e-15 -4000 7.68189e-14 1.35966e-15 0 -9.46562e-14 0 
400 -4000 -2.31575e-15 0 0 -2.12621e-14 0 

ZONE I=2, J=2, K=2
-400 -4000 -400 0 0 0 0 
1.94968e-14 -4000 -400 1.37901e-14 0 0 0 
-400 -3600 -400 0 0 0 0 
-6.51119e-15 -3600 -400 -8.10527e-15 0 0 0 
-400 -4000 2.72649e-14 0 0 1.17761e-13 0 
-4.90444e-15 -4000 7.68189e-14 1.35966e-15 0 -9.46562e-14 0 
-400 -3600 2.59627e-14 0 0 -1.37108e-14 0 
1.81185e-15 -3600 -4.43421e-14 4.79342e-16 0 1.55137e-14 0 

ZONE I=2, J=2, K=2
1.94968e-14 -4000 -400 1.37901e-14 0 0 0 
400 -4000 -400 0 0 0 0 
-6.51119e-15 -3600 -400 -8.10527e-15 0 0 0 
400 -3600 -400 0 0 0 0 
-4.90444e-15 -4000 7.68189e-14 1.35966e-15 0 -9.46562e-14 0 
400 -4000 -2.31575e-15 0 0 -2.12621e-14 0 
1.81185e-15 -3600 -4.43421e-14 4.79342e-16 0 1.55137e-14 0 
400 -3600 1.2834e-14 0 0 -4.33766e-14 0 

ZONE I=2, J=2, K=2
-400 -3600 -400 0 0 0 0 
-6.51119e-15 -3600 -400 -8.10527e-15 0 0 0 
-400 -3200 -400 0 0 0 0 
2.53801e-15 -3200 -400 9.32416e-16 0 0 0 
-400 -3600 2.59627e-14 0 0 -1.37108e-14 0 
1.81185e-15 -3600 -4.43421e-14 4.79342e-16 0 1.55137e-14 0 
-400 -3200 -2.93896e-14 0 0 5.04901e-14 0 
1.25004e-15 -3200 5.24679e-14 3.57064e-16 0 -2.02443e-14 0 

ZONE I=2, J=2, K=2
-6.51119e-15 -3600 -400 -8.10527e-15 0 0 0 
400 -3600 -400 0 0 0 0 
2.53801e-15 -3200 -400 9.32416e-16 0 0 0 
400 -3200 -400 0 0 0 0 
1.81185e-15 -3600 -4.43421e-14 4.79342e-16 0 1.55137e-14 0 
400 -3600 1.2834e-14 0 0 -4.33766e-14 0 
1.25004e-15 -3200 5.24679e-14 3.57064e-16 0 -2.02443e-14 0 
400 -3200 1.35964e-14 0 0 1.22684e-13 0 

ZONE I=2, J=2, K=2
-400 -3200 -400 0 0 0 0 
2.53801e-15 -3200 -400 9.32416e-16 0 0 0 
-400 -2800 -400 0 0 0 0 
2.05618e-15 -2800 -400 -1.96088e-14 0 0 0 
-400 -3200 -2.93896e-14 0 0 5.04901e-14 0 
1.25004e-15 -3200 5.24679e-14 3.57064e-16 0 -2.02443e-14 0 
-400 -2800 2.79937e-14 0 0 -1.61453e-13 0 
1.27901e-15 -2800 -5.29633e-14 1.07911e-15 0 -3.12969e-15 0 

ZONE I=2, J=2, K=2
2.53801e-15 -3200 -400 9.32416e-16 0 0 0 
400 -3200 -400 0 0 0 0 
2.05618e-15 -2800 -400 -1.96088e-14 0 0 0 
400 -2800 -400 0 0 0 0 
1.25004e-15 -3200 5.24679e-14 3.57064e-16 0 -2.02443e-14 0 
400 -3200 1.35964e-14 0 0 1.22684e-13 0 
1.27901e-15 -2800 -5.29633e-14 1.07911e-15 0 -3.12969e-15 0 
400 -2800 -8.09396e-14 0 0 -1.24157e-13 0 

ZONE I=2, J=2, K=2
-400 -2800 -400 0 0 0 0 
2.05618e-15 -2800 -400 -1.96088e-14 0 0 0 
-400 -2400 -400 0 0 0 0 
1.69582e-14 -2400 -400 1.27151e-14 0 0 0 
-400 -2800 2.79937e-14 0 0 -1.61453e-13 0 
1.27901e-15 -2800 -5.29633e-14 1.07911e-15 0 -3.12969e-15 0 
-400 -2400 1.54325e-14 0 0 1.54433e-13 0 
-3.85127e-15 -2400 4.39263e-14 -2.10256e-15 0 4.84374e-15 0 

ZONE I=2, J=2, K=2
2.05618e-15 -2800 -400 -1.96088e-14 0 0 0 
400 -2800 -400 0 0 0 0 
1.69582e-14 -2400 -400 1.27151e-14 0 0 0 
400 -2400 -400 0 0 0 0 
1.27901e-15 -2800 -5.29633e-14 1.07911e-15 0 -3.12969e-15 0 
400 -2800 -8.09396e-14 0 0 -1.24157e-13 0 
-3.85127e-15 -2400 4.39263e-14 -2.10256e-15 0 4.84374e-15 0 
400 -2400 8.30903e-14 0 0 3.13396e-14 0 

ZONE I=2, J=2, K=2
-400 -2400 -400 0 0 0 0 
1.69582e-14 -2400 -400 1.27151e-14 0 0 0 
-400 -2000 -400 0 0 0 0 
7.62531e-15 -2000 -400 8.20295e-15 0 0 0 
